timestamp,ltz1000-4-to-3
1516481178.935,17579.138
1516481182.287,17582.147
1516481185.639,17583.977
1516481188.992,17583.951
1516481192.343,17584.045
1516481195.696,17583.977
1516481199.048,17583.184
1516481202.400,17583.135
1516481205.751,17583.951
1516481209.104,17582.983
1516481212.456,17582.910
1516481215.808,17582.963
1516481219.160,17582.954
1516481222.512,17583.327
1516481225.864,17583.344
1516481229.217,17583.516
1516481232.569,17583.896
1516481235.921,17583.575
1516481239.273,17583.608
1516481242.625,17583.554
1516481245.977,17583.107
1516481249.329,17583.474
1516481252.681,17583.694
1516481256.033,17583.688
1516481259.386,17583.415
1516481262.737,17583.863
1516481266.089,17583.637
1516481269.441,17583.621
1516481272.793,17583.872
1516481276.146,17583.478
1516481279.498,17583.807
1516481282.850,17583.587
1516481286.201,17583.804
1516481289.554,17583.881
1516481292.906,17583.668
1516481296.258,17583.944
1516481299.610,17584.327
1516481302.962,17583.713
1516481306.314,17583.863
1516481309.666,17583.457
1516481313.019,17583.237
1516481316.371,17583.543
1516481319.723,17583.921
1516481323.075,17584.225
1516481326.428,17580.499
1516481329.779,17578.890
1516481333.131,17578.317
1516481336.484,17579.878
1516481339.835,17583.080
1516481343.187,17583.516
1516481346.540,17582.955
1516481349.892,17583.298
1516481353.244,17584.121
1516481356.596,17583.891
1516481359.948,17582.958
1516481363.300,17583.181
1516481366.653,17582.522
1516481370.005,17582.704
1516481373.357,17582.641
1516481376.709,17582.608
1516481380.060,17582.195
1516481383.412,17582.580
1516481386.765,17583.429
1516481390.117,17583.244
1516481393.539,17583.115
1516481396.821,17583.290
1516481400.173,17583.434
1516481403.525,17583.749
1516481406.878,17583.784
1516481410.230,17583.447
1516481413.582,17583.498
1516481416.934,17583.987
1516481420.285,17584.545
1516481423.638,17584.086
1516481426.990,17583.551
1516481430.342,17583.619
1516481433.694,17583.635
1516481437.047,17583.014
1516481440.399,17583.407
1516481443.750,17583.498
1516481447.103,17583.685
1516481450.455,17583.346
1516481453.807,17583.703
1516481457.159,17583.186
1516481460.511,17583.726
1516481463.864,17584.076
1516481467.215,17584.126
1516481470.567,17583.579
1516481473.919,17583.381
1516481477.272,17583.670
1516481480.624,17583.794
1516481483.976,17584.342
1516481487.328,17584.542
1516481490.680,17584.015
1516481494.033,17583.784
1516481497.385,17583.708
1516481500.737,17584.233
1516481504.088,17583.594
1516481507.440,17583.485
1516481510.793,17583.483
1516481514.145,17583.371
1516481517.497,17583.470
1516481520.849,17583.298
1516481524.201,17583.196
1516481527.553,17583.166
1516481530.905,17583.285
1516481534.257,17583.756
1516481537.610,17583.472
1516481540.962,17583.184
1516481544.314,17583.652
1516481547.666,17583.974
1516481551.018,17583.744
1516481554.369,17583.455
1516481557.722,17583.516
1516481561.074,17583.407
1516481564.426,17583.280
1516481567.779,17583.336
1516481571.131,17583.450
1516481574.483,17583.485
1516481577.834,17583.891
1516481581.187,17583.979
1516481584.539,17583.984
1516481587.891,17583.817
1516481591.243,17583.734
1516481594.595,17583.893
1516481597.947,17583.926
1516481601.299,17583.789
1516481604.652,17583.769
1516481608.004,17584.284
1516481611.356,17583.787
1516481614.708,17583.429
1516481618.060,17583.855
1516481621.412,17583.670
1516481624.764,17584.022
1516481628.116,17583.936
1516481631.469,17584.253
1516481634.820,17584.147
1516481638.172,17583.777
1516481641.524,17584.147
1516481644.877,17583.663
1516481648.229,17583.533
1516481651.581,17583.690
1516481654.933,17583.566
1516481658.286,17583.635
1516481661.637,17584.134
1516481664.989,17583.429
1516481668.341,17582.905
1516481671.693,17583.163
1516481675.046,17583.533
1516481678.398,17583.351
1516481681.750,17583.579
1516481685.101,17583.505
1516481688.454,17583.480
1516481691.806,17583.437
1516481695.158,17583.617
1516481698.510,17583.574
1516481701.863,17583.486
1516481705.215,17583.779
1516481708.566,17583.460
1516481711.918,17583.199
1516481715.271,17583.292
1516481718.623,17583.280
1516481721.975,17583.133
1516481725.328,17582.998
1516481728.679,17582.801
1516481732.032,17582.661
1516481735.384,17583.163
1516481738.735,17583.262
1516481742.088,17583.148
1516481745.440,17583.107
1516481748.792,17582.901
1516481752.144,17582.887
1516481755.496,17582.982
1516481758.848,17583.475
1516481762.200,17583.508
1516481765.553,17583.239
1516481768.905,17583.059
1516481772.257,17582.831
1516481775.608,17582.606
1516481778.960,17582.877
1516481782.313,17583.062
1516481785.665,17582.580
1516481789.017,17582.900
1516481792.369,17583.315
1516481795.721,17583.009
1516481799.073,17582.945
1516481802.425,17583.178
1516481805.778,17583.049
1516481809.130,17583.216
1516481812.481,17583.123
1516481815.834,17582.857
1516481819.186,17582.844
1516481822.538,17582.750
1516481825.891,17582.312
1516481829.243,17582.195
1516481832.594,17581.926
1516481835.946,17582.383
1516481839.299,17582.208
1516481842.651,17582.803
1516481846.003,17582.403
1516481849.355,17582.613
1516481852.707,17582.525
1516481856.059,17582.656
1516481859.411,17582.385
1516481862.764,17582.565
1516481866.115,17582.783
1516481869.467,17582.859
1516481872.820,17582.583
1516481876.172,17582.464
1516481879.524,17582.442
1516481882.876,17582.631
1516481886.229,17583.016
1516481889.580,17582.661
1516481892.932,17582.291
1516481896.284,17581.982
1516481899.637,17582.428
1516481902.989,17583.356
1516481906.341,17583.764
1516481909.693,17585.386
1516481913.045,17584.570
1516481916.397,17582.595
1516481919.749,17582.697
1516481923.102,17583.389
1516481926.453,17583.574
1516481929.805,17583.265
1516481933.157,17582.966
1516481936.509,17582.573
1516481939.862,17582.314
1516481943.215,17582.180
1516481946.567,17581.151
1516481949.918,17581.792
1516481953.270,17581.511
1516481956.622,17581.435
1516481959.974,17582.307
1516481963.326,17582.205
1516481966.679,17582.507
1516481970.031,17581.402
1516481973.383,17581.706
1516481976.735,17583.105
1516481980.087,17582.393
1516481983.439,17582.522
1516481986.791,17582.666
1516481990.144,17581.997
1516481993.496,17582.370
1516481996.848,17582.063
1516482000.199,17582.469
1516482003.552,17582.636
1516482006.904,17581.990
1516482010.256,17582.241
1516482013.609,17582.111
1516482016.960,17582.375
1516482020.312,17582.213
1516482023.664,17582.208
1516482027.016,17582.276
1516482030.369,17582.309
1516482033.721,17582.137
1516482037.073,17582.030
1516482040.425,17581.830
1516482043.777,17581.779
1516482047.129,17582.372
1516482050.481,17582.362
1516482053.833,17582.253
1516482057.185,17582.301
1516482060.538,17582.081
1516482063.890,17582.238
1516482067.241,17581.939
1516482070.594,17581.934
1516482073.946,17582.248
1516482077.298,17582.375
1516482080.650,17582.299
1516482084.002,17582.109
1516482087.355,17582.203
1516482090.707,17581.924
1516482094.059,17582.165
1516482097.411,17581.835
1516482100.763,17582.035
1516482104.114,17581.888
1516482107.467,17581.683
1516482110.819,17581.693
1516482114.171,17581.556
1516482117.523,17582.347
1516482120.875,17582.007
1516482124.228,17582.025
1516482127.580,17581.478
1516482130.932,17581.184
1516482134.284,17581.133
1516482137.636,17582.284
1516482140.988,17582.672
1516482144.340,17582.258
1516482147.693,17582.319
1516482151.045,17582.347
1516482154.396,17582.291
1516482157.748,17581.924
1516482161.100,17582.441
1516482164.453,17582.694
1516482167.805,17582.775
1516482171.157,17582.829
1516482174.509,17583.076
1516482177.861,17583.502
1516482181.213,17583.564
1516482184.565,17583.510
1516482187.917,17583.583
1516482191.270,17583.908
1516482194.622,17584.156
1516482197.974,17583.780
1516482201.326,17583.546
1516482204.678,17583.037
1516482208.030,17582.996
1516482211.382,17582.699
1516482214.734,17583.228
1516482218.087,17581.893
1516482221.439,17581.517
1516482224.791,17583.168
1516482228.143,17582.456
1516482231.495,17582.104
1516482234.847,17582.573
1516482238.199,17581.954
1516482241.551,17586.035
1516482244.903,17586.347
1516482248.255,17586.352
1516482251.608,17586.116
1516482254.960,17585.977
1516482258.311,17580.119
1516482261.664,17580.003
1516482265.015,17581.201
1516482268.368,17581.047
1516482271.720,17583.011
1516482275.072,17582.679
1516482278.424,17582.859
1516482281.776,17583.100
1516482285.128,17582.628
1516482288.481,17582.862
1516482291.833,17582.854
1516482295.185,17582.857
1516482298.536,17582.897
1516482301.889,17582.963
1516482305.241,17582.943
1516482308.593,17582.846
1516482311.945,17583.049
1516482315.298,17582.730
1516482318.649,17582.897
1516482322.001,17582.398
1516482325.354,17582.886
1516482328.706,17582.167
1516482332.058,17582.250
1516482335.410,17585.885
1516482338.762,17579.540
1516482342.114,17584.149
1516482345.467,17583.015
1516482348.818,17584.450
1516482352.171,17584.954
1516482355.522,17584.670
1516482358.875,17584.598
1516482362.227,17584.289
1516482365.579,17584.024
1516482368.931,17583.734
1516482372.283,17583.830
1516482375.636,17583.906
1516482378.988,17583.799
1516482382.340,17583.840
1516482385.692,17583.673
1516482389.044,17583.494
1516482392.396,17583.441
1516482395.748,17583.949
1516482399.100,17583.475
1516482402.452,17583.964
1516482405.804,17584.256
1516482409.156,17584.375
1516482412.509,17584.106
1516482415.861,17582.672
1516482419.212,17581.042
1516482422.565,17583.749
1516482425.917,17583.361
1516482429.269,17582.421
1516482432.621,17582.538
1516482435.973,17586.544
1516482439.325,17586.390
1516482442.677,17586.075
1516482446.029,17586.613
1516482449.382,17586.864
1516482452.734,17584.448
1516482456.086,17580.411
1516482459.438,17581.394
1516482462.790,17582.172
1516482466.142,17582.834
1516482469.494,17582.476
1516482472.847,17582.243
1516482476.198,17583.556
1516482479.550,17583.802
1516482482.903,17583.528
1516482486.254,17582.720
1516482489.607,17583.004
1516482492.959,17583.184
1516482496.311,17583.241
1516482499.663,17583.145
1516482503.015,17583.863
1516482506.368,17584.534
1516482509.719,17584.157
1516482513.072,17583.860
1516482516.424,17583.848
1516482519.776,17584.104
1516482523.128,17584.010
1516482526.479,17584.223
1516482529.832,17584.294
1516482533.184,17583.903
1516482536.536,17584.365
1516482539.888,17584.017
1516482543.240,17583.893
1516482546.592,17583.934
1516482549.945,17584.228
1516482553.297,17584.060
1516482556.648,17583.832
1516482560.001,17583.926
1516482563.353,17583.589
1516482566.704,17583.906
1516482570.057,17584.028
1516482573.409,17583.612
1516482576.761,17583.754
1516482580.113,17584.446
1516482583.465,17584.066
1516482586.818,17584.091
1516482590.170,17584.139
1516482593.522,17583.604
1516482596.874,17583.716
1516482600.226,17583.678
1516482603.579,17584.121
1516482606.930,17583.860
1516482610.283,17583.584
1516482613.634,17583.614
1516482616.986,17583.538
1516482620.338,17583.663
1516482623.691,17583.721
1516482627.043,17583.386
1516482630.395,17583.967
1516482633.747,17583.665
1516482637.099,17583.589
1516482640.452,17583.673
1516482643.804,17583.526
1516482647.155,17583.480
1516482650.507,17582.869
1516482653.860,17583.156
1516482657.212,17583.222
1516482660.564,17583.789
1516482663.916,17583.755
1516482667.268,17583.348
1516482670.620,17583.678
1516482673.973,17583.386
1516482677.325,17583.389
1516482680.676,17583.556
1516482684.028,17583.594
1516482687.380,17583.660
1516482690.733,17583.774
1516482694.085,17584.066
1516482697.437,17584.025
1516482700.789,17583.741
1516482704.141,17583.949
1516482707.494,17583.825
1516482710.846,17583.832
1516482714.197,17583.799
1516482717.549,17584.028
1516482720.902,17584.182
1516482724.254,17583.916
1516482727.606,17583.581
1516482730.958,17583.341
1516482734.310,17583.749
1516482737.662,17583.675
1516482741.015,17583.825
1516482744.367,17583.906
1516482747.718,17583.617
1516482751.070,17583.407
1516482754.423,17583.665
1516482757.775,17583.993
1516482761.127,17583.612
1516482764.479,17583.711
1516482767.831,17583.898
1516482771.183,17583.946
1516482774.536,17583.730
1516482777.887,17584.015
1516482781.239,17583.389
1516482784.591,17583.770
1516482787.944,17583.510
1516482791.296,17583.576
1516482794.647,17583.818
1516482798.000,17584.039
1516482801.352,17583.950
1516482804.705,17583.844
1516482808.056,17583.550
1516482811.409,17583.523
1516482814.761,17583.208
1516482818.113,17583.377
1516482821.464,17583.374
1516482824.817,17583.353
1516482828.169,17583.437
1516482831.522,17583.239
1516482834.874,17583.566
1516482838.226,17583.581
1516482841.577,17583.683
1516482844.930,17583.559
1516482848.282,17583.584
1516482851.635,17583.548
1516482854.987,17583.695
1516482858.338,17583.934
1516482861.691,17583.812
1516482865.043,17583.678
1516482868.395,17583.171
1516482871.748,17583.336
1516482875.100,17583.860
1516482878.451,17583.990
1516482881.804,17583.865
1516482885.156,17583.655
1516482888.509,17583.698
1516482891.861,17583.409
1516482895.212,17583.574
1516482898.565,17583.627
1516482901.917,17583.645
1516482905.269,17583.371
1516482908.621,17583.513
1516482911.973,17583.652
1516482915.325,17583.731
1516482918.678,17584.124
1516482922.030,17583.626
1516482925.382,17583.604
1516482928.735,17583.637
1516482932.086,17583.604
1516482935.438,17583.670
1516482938.791,17583.171
1516482942.143,17582.758
1516482945.496,17582.966
1516482948.847,17583.249
1516482952.199,17583.386
1516482955.552,17583.404
1516482958.904,17583.318
1516482962.256,17583.721
1516482965.608,17583.237
1516482968.960,17583.475
1516482972.312,17583.875
1516482975.665,17583.822
1516482979.017,17583.896
1516482982.369,17583.751
1516482985.721,17583.546
1516482989.073,17583.564
1516482992.425,17583.701
1516482995.777,17583.495
1516482999.130,17583.452
1516483002.482,17583.384
1516483005.834,17583.282
1516483009.187,17583.529
1516483012.539,17583.551
1516483015.890,17583.440
1516483019.243,17583.488
1516483022.595,17583.424
1516483025.947,17583.434
1516483029.300,17583.404
1516483032.652,17583.376
1516483036.003,17583.587
1516483039.356,17583.538
1516483042.708,17583.366
1516483046.060,17583.403
1516483049.412,17583.616
1516483052.764,17583.301
1516483056.117,17583.527
1516483059.469,17583.328
1516483062.820,17583.450
1516483066.173,17583.401
1516483069.525,17583.540
1516483072.877,17583.334
1516483076.230,17583.398
1516483079.582,17583.616
1516483082.933,17583.625
1516483086.286,17583.612
1516483089.638,17583.442
1516483092.990,17583.627
1516483096.343,17583.604
1516483099.695,17583.216
1516483103.047,17583.290
1516483106.398,17583.526
1516483109.751,17583.450
1516483113.103,17583.495
1516483116.455,17583.457
1516483119.808,17583.792
1516483123.160,17583.746
1516483126.512,17583.581
1516483129.864,17583.412
1516483133.216,17583.254
1516483136.568,17583.772
1516483139.920,17583.455
1516483143.273,17583.554
1516483146.625,17583.341
1516483149.978,17583.358
1516483153.329,17583.561
1516483156.681,17583.409
1516483160.034,17583.645
1516483163.386,17583.384
1516483166.738,17583.503
1516483170.090,17583.227
1516483173.443,17583.665
1516483176.795,17583.584
1516483180.146,17583.592
1516483183.499,17583.470
1516483186.851,17583.462
1516483190.203,17583.566
1516483193.555,17583.592
1516483196.908,17583.548
1516483200.260,17583.290
1516483203.612,17583.523
1516483206.964,17583.713
1516483210.316,17584.007
1516483213.669,17583.685
1516483217.021,17583.647
1516483220.372,17583.621
1516483223.725,17583.457
1516483227.077,17583.404
1516483230.429,17583.695
1516483233.781,17583.531
1516483237.134,17583.377
1516483240.485,17583.647
1516483243.838,17583.356
1516483247.190,17583.898
1516483250.542,17583.673
1516483253.894,17583.533
1516483257.247,17583.734
1516483260.598,17583.622
1516483263.951,17583.451
1516483267.303,17583.456
1516483270.655,17583.640
1516483274.008,17583.557
1516483277.359,17583.448
1516483280.711,17583.581
1516483284.064,17583.410
1516483287.416,17583.645
1516483290.768,17583.325
1516483294.120,17583.409
1516483297.473,17583.475
1516483300.824,17583.554
1516483304.177,17583.830
1516483307.529,17583.516
1516483310.881,17583.564
1516483314.234,17583.424
1516483317.585,17583.680
1516483320.937,17583.437
1516483324.290,17583.592
1516483327.642,17583.685
1516483330.994,17583.614
1516483334.346,17583.635
1516483337.698,17583.424
1516483341.051,17583.156
1516483344.403,17583.254
1516483347.754,17583.254
1516483351.107,17583.080
1516483354.459,17582.973
1516483357.811,17582.846
1516483361.163,17583.009
1516483364.516,17583.026
1516483367.868,17582.872
1516483371.219,17583.095
1516483374.572,17582.963
1516483377.924,17583.280
1516483381.277,17583.280
1516483384.629,17583.404
1516483387.981,17583.308
1516483391.333,17582.993
1516483394.685,17583.054
1516483398.037,17583.222
1516483401.389,17583.168
1516483404.742,17583.270
1516483408.094,17582.859
1516483411.446,17583.044
1516483414.798,17582.940
1516483418.151,17583.054
1516483421.502,17583.097
1516483424.854,17583.498
1516483428.207,17583.282
1516483431.559,17583.622
1516483434.911,17583.830
1516483438.263,17583.504
1516483441.615,17583.478
1516483444.968,17583.734
1516483448.320,17583.799
1516483451.671,17583.434
1516483455.024,17583.602
1516483458.376,17583.336
1516483461.728,17583.559
1516483465.081,17583.657
1516483468.433,17583.716
1516483471.785,17583.652
1516483475.137,17583.399
1516483478.489,17583.438
1516483481.841,17583.064
1516483485.193,17583.668
1516483488.545,17583.262
1516483491.898,17583.196
1516483495.250,17583.115
1516483498.602,17583.295
1516483501.954,17583.128
1516483505.306,17583.412
1516483508.659,17583.470
1516483512.011,17583.206
1516483515.363,17583.351
1516483518.716,17583.623
1516483522.067,17582.996
1516483525.420,17583.009
1516483528.771,17583.077
1516483532.124,17583.037
1516483535.475,17582.869
1516483538.828,17582.798
1516483542.180,17582.940
1516483545.533,17582.753
1516483548.885,17582.973
1516483552.237,17582.773
1516483555.589,17582.963
1516483558.941,17583.147
1516483562.293,17582.912
1516483565.645,17582.711
1516483568.998,17582.754
1516483572.350,17582.914
1516483575.702,17582.570
1516483579.054,17582.378
1516483582.406,17582.506
1516483585.758,17582.783
1516483589.111,17582.730
1516483592.463,17582.580
1516483595.815,17582.723
1516483599.167,17582.825
1516483602.519,17582.497
1516483605.871,17582.626
1516483609.224,17582.758
1516483612.576,17582.694
1516483615.928,17583.044
1516483619.280,17582.915
1516483622.632,17582.679
1516483625.985,17582.573
1516483629.337,17582.819
1516483632.689,17582.783
1516483636.041,17582.973
1516483639.393,17583.072
1516483642.745,17582.844
1516483646.097,17582.712
1516483649.450,17582.692
1516483652.801,17582.891
1516483656.154,17582.959
1516483659.506,17582.570
1516483662.858,17583.049
1516483666.211,17583.085
1516483669.563,17582.857
1516483672.914,17582.801
1516483676.267,17582.718
1516483679.619,17582.590
1516483682.971,17582.655
1516483686.324,17583.053
1516483689.676,17583.010
1516483693.028,17582.779
1516483696.380,17582.892
1516483699.732,17582.499
1516483703.084,17582.813
1516483706.437,17583.009
1516483709.789,17582.963
1516483713.141,17582.851
1516483716.493,17582.641
1516483719.846,17582.798
1516483723.197,17582.935
1516483726.549,17582.715
1516483729.901,17582.606
1516483733.254,17582.517
1516483736.606,17582.573
1516483739.959,17582.570
1516483743.310,17582.813
1516483746.662,17582.456
1516483750.015,17582.740
1516483753.367,17582.342
1516483756.719,17582.355
1516483760.071,17582.504
1516483763.423,17582.362
1516483766.775,17582.056
1516483770.128,17581.802
1516483773.480,17582.203
1516483776.832,17582.689
1516483780.185,17582.717
1516483783.536,17582.692
1516483786.888,17582.289
1516483790.241,17582.525
1516483793.593,17582.692
1516483796.944,17582.631
1516483800.297,17582.674
1516483803.649,17582.504
1516483807.002,17582.555
1516483810.354,17582.436
1516483813.706,17582.403
1516483817.058,17582.682
1516483820.410,17582.968
1516483823.762,17583.209
1516483827.114,17583.257
1516483830.467,17583.619
1516483833.819,17583.554
1516483837.171,17583.516
1516483840.523,17582.679
1516483843.876,17583.049
1516483847.227,17583.394
1516483850.579,17583.361
1516483853.932,17583.145
1516483857.284,17583.161
1516483860.636,17583.358
1516483863.989,17583.107
1516483867.340,17583.394
1516483870.692,17583.566
1516483874.045,17583.526
1516483877.397,17583.396
1516483880.749,17583.059
1516483884.102,17583.219
1516483887.454,17583.199
1516483890.805,17583.292
1516483894.158,17583.161
1516483897.510,17583.001
1516483900.863,17583.085
1516483904.214,17583.300
1516483907.566,17583.206
1516483910.919,17583.145
1516483914.271,17583.424
1516483917.623,17583.059
1516483920.975,17583.138
1516483924.327,17583.455
1516483927.679,17583.348
1516483931.032,17583.315
1516483934.384,17583.163
1516483937.736,17583.186
1516483941.088,17583.391
1516483944.440,17583.156
1516483947.793,17583.391
1516483951.144,17583.619
1516483954.496,17583.607
1516483957.849,17583.731
1516483961.201,17583.584
1516483964.553,17583.508
1516483967.906,17583.480
1516483971.258,17583.472
1516483974.609,17583.085
1516483977.962,17583.219
1516483981.314,17583.123
1516483984.666,17584.025
1516483988.018,17583.571
1516483991.370,17583.825
1516483994.722,17583.827
1516483998.075,17583.632
1516484001.427,17583.855
1516484004.779,17583.685
1516484008.131,17583.635
1516484011.483,17583.417
1516484014.835,17583.427
1516484018.187,17583.197
1516484021.539,17583.209
1516484024.892,17583.764
1516484028.244,17583.543
1516484031.597,17583.564
1516484034.948,17583.703
1516484038.300,17583.642
1516484041.652,17583.655
1516484045.005,17583.389
1516484048.357,17583.396
1516484051.709,17583.668
1516484055.062,17583.678
1516484058.413,17583.419
1516484061.765,17583.396
1516484065.118,17583.369
1516484068.470,17583.465
1516484071.822,17583.371
1516484075.174,17583.440
1516484078.527,17583.262
1516484081.878,17583.252
1516484085.230,17583.336
1516484088.583,17583.460
1516484091.935,17582.788
1516484095.288,17582.991
1516484098.639,17583.191
1516484101.991,17583.120
1516484105.344,17583.059
1516484108.696,17583.265
1516484112.048,17583.348
1516484115.401,17583.133
1516484118.752,17582.882
1516484122.104,17583.057
1516484125.456,17582.988
1516484128.809,17582.816
1516484132.160,17582.540
1516484135.513,17582.851
1516484138.865,17582.786
1516484142.217,17582.661
1516484145.570,17582.684
1516484148.922,17582.855
1516484152.274,17582.715
1516484155.626,17582.763
1516484158.978,17582.739
1516484162.331,17582.910
1516484165.683,17582.697
1516484169.035,17582.916
1516484172.387,17582.928
1516484175.738,17582.976
1516484179.091,17583.263
1516484182.443,17583.163
1516484185.795,17583.154
1516484189.148,17582.869
1516484192.499,17583.053
1516484195.852,17583.144
1516484199.204,17583.224
1516484202.556,17583.049
1516484205.909,17582.625
1516484209.261,17582.988
1516484212.613,17582.887
1516484215.965,17582.715
1516484219.317,17582.649
1516484222.669,17582.565
1516484226.021,17582.917
1516484229.374,17582.821
1516484232.726,17583.024
1516484236.078,17582.950
1516484239.430,17582.935
1516484242.782,17582.613
1516484246.134,17582.737
1516484249.486,17583.011
1516484252.839,17582.973
1516484256.191,17582.996
1516484259.542,17583.049
1516484262.895,17583.318
1516484266.247,17583.047
1516484269.599,17583.227
1516484272.952,17583.064
1516484276.304,17582.943
1516484279.656,17582.963
1516484283.008,17582.717
1516484286.360,17582.509
1516484289.712,17582.687
1516484293.064,17582.763
1516484296.417,17582.641
1516484299.769,17582.631
1516484303.121,17582.421
1516484306.473,17582.563
1516484309.825,17582.507
1516484313.178,17582.469
1516484316.530,17582.367
1516484319.882,17582.540
1516484323.234,17582.504
1516484326.586,17582.552
1516484329.938,17582.432
1516484333.290,17582.669
1516484336.643,17582.669
1516484339.995,17582.737
1516484343.347,17582.654
1516484346.699,17582.565
1516484350.051,17582.783
1516484353.404,17582.565
1516484356.756,17582.623
1516484360.107,17582.497
1516484363.460,17582.502
1516484366.812,17582.502
1516484370.164,17582.530
1516484373.516,17582.357
1516484376.868,17582.149
1516484380.221,17582.167
1516484383.573,17581.724
1516484386.925,17582.139
1516484390.277,17582.152
1516484393.630,17582.215
1516484396.982,17582.066
1516484400.334,17582.154
1516484403.685,17582.370
1516484407.038,17582.378
1516484410.390,17582.381
1516484413.743,17582.545
1516484417.094,17582.507
1516484420.446,17582.276
1516484423.799,17582.469
1516484427.151,17582.588
1516484430.503,17582.433
1516484433.855,17582.459
1516484437.208,17582.454
1516484440.560,17582.512
1516484443.911,17582.682
1516484447.264,17582.512
1516484450.616,17582.535
1516484453.968,17582.375
1516484457.321,17582.844
1516484460.673,17582.611
1516484464.024,17582.213
1516484467.377,17582.634
1516484470.729,17582.492
1516484474.081,17582.829
1516484477.434,17582.813
1516484480.785,17582.319
1516484484.137,17582.451
1516484487.490,17582.132
1516484490.842,17582.210
1516484494.194,17582.327
1516484497.546,17582.296
1516484500.898,17582.101
1516484504.251,17582.025
1516484507.603,17581.888
1516484510.955,17582.190
1516484514.307,17581.938
1516484517.659,17581.853
1516484521.011,17582.218
1516484524.364,17581.868
1516484527.716,17581.739
1516484531.068,17581.957
1516484534.421,17582.189
1516484537.772,17582.490
1516484541.125,17582.170
1516484544.476,17582.213
1516484547.829,17581.653
1516484551.181,17581.872
1516484554.533,17581.623
1516484557.885,17582.047
1516484561.238,17581.554
1516484564.590,17582.352
1516484567.942,17582.915
1516484571.293,17582.413
1516484574.646,17582.152
1516484577.998,17581.694
1516484581.350,17581.649
1516484584.703,17581.860
1516484588.054,17581.886
1516484591.407,17581.931
1516484594.759,17581.807
1516484598.111,17581.891
1516484601.463,17581.975
1516484604.816,17581.841
1516484608.168,17581.925
1516484611.520,17581.825
1516484614.872,17582.157
1516484618.224,17582.018
1516484621.577,17581.860
1516484624.928,17582.010
1516484628.281,17581.952
1516484631.632,17581.995
1516484634.985,17582.200
1516484638.337,17582.238
1516484641.689,17582.157
1516484645.041,17582.258
1516484648.393,17582.269
1516484651.745,17582.416
1516484655.098,17582.296
1516484658.450,17582.139
1516484661.802,17581.924
1516484665.154,17581.980
1516484668.506,17581.125
1516484671.859,17581.151
1516484675.211,17581.696
1516484678.563,17581.772
1516484681.916,17581.878
1516484685.267,17581.805
1516484688.619,17581.969
1516484691.972,17581.554
